"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24","Проверка валидации полей (email, avatar) при создании пользователя","tests.api","Thu Jun 12 15:50:04 UTC 2025","passed","Thu Jun 12 15:50:04 UTC 2025","","test_users_validations","",""
"","24","Проверка получения пользователя по невалидному типу данных id","tests.api","Thu Jun 12 15:50:03 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_users_get","",""
"","26","Smoke: Список пользователей доступен","tests.api","Thu Jun 12 15:50:03 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_smoke","",""
"","24","405 Method Not Allowed на запрещённые эндпоинты","tests.api","Thu Jun 12 15:50:03 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_users_http_errors","",""
"","28","Smoke: Создание пользователя","tests.api","Thu Jun 12 15:50:03 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_smoke","",""
"","25","Проверка получения пользователя по несуществующему id","tests.api","Thu Jun 12 15:50:03 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_users_get","",""
"","25","Проверка получения пользователя по id","tests.api","Thu Jun 12 15:50:03 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_users_get","",""
"","51","Проверка возвращения  разных объектов на разных страницах","tests.api","Thu Jun 12 15:50:03 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_pagination","",""
"","27","Проверка количества объектов на странице при size=7","tests.api","Thu Jun 12 15:50:02 UTC 2025","passed","Thu Jun 12 15:50:02 UTC 2025","","test_pagination","",""
"","24","Проверка валидации полей (email, avatar) при создании пользователя","tests.api","Thu Jun 12 15:50:04 UTC 2025","passed","Thu Jun 12 15:50:04 UTC 2025","","test_users_validations","",""
"","24","Проверка получения пользователя по невалидному типу данных id","tests.api","Thu Jun 12 15:50:03 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_users_get","",""
"","25","Проверка доступности сервиса","tests.api","Thu Jun 12 15:50:03 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_smoke","",""
"","47","404 и 422 ошибки на PATCH и DELETE по некорректным и несуществующим id","tests.api","Thu Jun 12 15:50:03 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_users_http_errors","",""
"","136","Проверка получения всех пользователей","tests.api","Thu Jun 12 15:50:02 UTC 2025","passed","Thu Jun 12 15:50:02 UTC 2025","","test_all_users","",""
"","24","Проверка получения пользователя по несуществующему id","tests.api","Thu Jun 12 15:50:03 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_users_get","",""
"","24","Проверка получения пользователя по id","tests.api","Thu Jun 12 15:50:03 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_users_get","",""
"","27","Проверка количества объектов на странице при size=1","tests.api","Thu Jun 12 15:50:02 UTC 2025","passed","Thu Jun 12 15:50:02 UTC 2025","","test_pagination","",""
"","101","Проверка обновления данных пользователя (PATCH)","tests.api","Thu Jun 12 15:50:04 UTC 2025","passed","Thu Jun 12 15:50:04 UTC 2025","","test_users_patch","",""
"","54","Проверка создания нового пользователя","tests.api","Thu Jun 12 15:50:04 UTC 2025","passed","Thu Jun 12 15:50:04 UTC 2025","","test_users_post","",""
"","23","405 Method Not Allowed на запрещённые эндпоинты","tests.api","Thu Jun 12 15:50:03 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_users_http_errors","",""
"","1","Проверка отсутствия дубликата существующих пользователей","tests.api","Thu Jun 12 15:50:02 UTC 2025","passed","Thu Jun 12 15:50:02 UTC 2025","","test_all_users","",""
"","24","Создание пользователя без обязательного поля (email)","tests.api","Thu Jun 12 15:50:04 UTC 2025","passed","Thu Jun 12 15:50:04 UTC 2025","","test_users_validations","",""
"","54","Smoke: Получение пользователя по id","tests.api","Thu Jun 12 15:50:03 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_smoke","",""
"","26","Проверка количества объектов на странице при size=20","tests.api","Thu Jun 12 15:50:02 UTC 2025","passed","Thu Jun 12 15:50:02 UTC 2025","","test_pagination","",""
"","24","Проверка получения пользователя по невалидному типу данных id","tests.api","Thu Jun 12 15:50:03 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_users_get","",""
"","26","Проверка количества объектов на странице при size=3","tests.api","Thu Jun 12 15:50:02 UTC 2025","passed","Thu Jun 12 15:50:02 UTC 2025","","test_pagination","",""
"","111","Пользовательский флоу: создать, прочитать, обновить, удалить","tests.api","Thu Jun 12 15:50:03 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_users_flow","",""
"","194","Проверка количества страниц в пагинации на каждой странице для size=3","tests.api","Thu Jun 12 15:50:02 UTC 2025","passed","Thu Jun 12 15:50:03 UTC 2025","","test_pagination","",""
